Date,Agency,Category,Information,Link
19. February 2024,USA Food & Drug Administration FDA,Guidance,Advanced Manufacturing Technologies Designation Program,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Charging for Investigational Drugs Under an IND: Q&A,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Product-Specific for Generic Drug Development,
19. February 2024,USA Food & Drug Administration FDA,SOPP 8419,Section 505(o)(4) Required Safety Labeling Changes,
19. February 2024,USA Food & Drug Administration FDA,Report,FDA Information Technology Operating Plan,
19. February 2024,USA Food & Drug Administration FDA,Report,FY23 Drug Safety Priorities Report,
19. February 2024,World Health Organisation WHO,List,Medically Important Antimicrobials List for Human Medicine,
12. February 2024,European Commission,Guidance,MDCG 2024-2 Procedures for the updates of the European Medical Device Nomenclature,
12. February 2024,European Commission,Survey,Notified Bodies on certifications and applications (MDR/IVDR) (Survey results with data status 31 October 2023),
12. February 2024,European Commission,Video,From Theory to Practice: Implementing the EU Health Technology Assessment Regulation,
12. February 2024,European Medicines Agency,Pilot Program,FDA & EMA Parallel Scientific Program for Complex Generics,
12. February 2024,European Medicines Agency,Pilot Program,Pharmacovigilance Risk Assessment Committee 5-8 February,
12. February 2024,Egyptian Drug Authority,Guidance,Conditions that must be met while submitting files to the Evaluation and Accreditation Department,
12. February 2024,Health Canada,Draft guidance,How to interpret â€˜significant changeâ€™ of a medical device,
12. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Register a homeopathic medicine,
12. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Regulating medical devices in the UK,
12. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Access New Active Substance and Biosimilar Work Sharing Guidance: Implementing the UKâ€™s AI regulatory principles,
12. February 2024,Medical Device Authority Malaysia,Subscription,MDA Regulatory Information Subscription (MDA-RIS),
12. February 2024,MedTech Europe,Joint Statement,Supporting Use of eIFU in the medical devices sector,
12. February 2024,Swissmedic,Journal,Swissmedic Journal,
12. February 2024,Swissmedic,Guidance,Industry Electronic exchange of ICSRs through PV Gateway,
12. February 2024,Swissmedic,News,swissdamed â€“ Swiss Database on Medical Devices,
12. February 2024,USA Food & Drug Administration FDA,Guidance,Conducting Remote Regulatory Assessments Q&A,
12. February 2024,USA Food & Drug Administration FDA,Guidance,Reporting Amount of Listed Drugs and Biological Products,
12. February 2024,USA Food & Drug Administration FDA,Final Rule,Biologics License Applications and Master Files,
12. February 2024,USA Food & Drug Administration FDA,Guidance,Notifying FDA of a Discontinuance or Interruption in Manufacturing of Finished Products or API Under Section 506C of the FD&C Act,
12. February 2024,USA Food & Drug Administration FDA,Report,Office of Digital Transformation Annual Report,
12. February 2024,USA Food & Drug Administration FDA,Report,Office of Clinical Pharmacology Annual Report,
12. February 2024,USA Food & Drug Administration FDA,Report,SOPP 8401.2: Administrative Processing of BLA and NDA Supplements,
5. February 2024,European Commission,MDCG Template,Device Specific Vigilance Guidance (DSVG),
5. February 2024,European Commission,MDCG Template,DSVG 01 Devices for Cardiac Ablation,
5. February 2024,European Commission,MDCG Template,DSVG 02 Coronary Stents and associated delivery systems,
5. February 2024,European Commission,MDCG Template,DSVG 03 Cardiac Implantable Electronic Devices (CIEDs),
5. February 2024,European Commission,MDCG Template,DSVG 04 Breast Implants,
5. February 2024,European Commission,EUDAMED,Playground 3.7.0 has been deployed.,
5. February 2024,European Medicines Agency,News,CTIS newsflash - 26 January 2024 (europa.eu),
5. February 2024,European Medicines Agency,News,One year left to transition to the new Clinical Trials Information System,
5. February 2024,European Medicines Agency,Guidance,ICH Q14 Analytical procedure development - Scientific guideline,
5. February 2024,European Medicines Agency,Guidance,Production API and Registration Process,
5. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies - GOV.UK (www.gov.uk),
5. February 2024,Medical Device Authority Malaysia,Guidance,GENERAL MEDICAL DEVICE â€“ GROUPING,
5. February 2024,Medical Device Authority Malaysia,Guidance,IMPORTATION OF MEDICAL DEVICE FOR PERSONAL USE,
5. February 2024,Medical Device Authority Malaysia,Guidance,POST MARKET INFORMATION EXCHANGE ASEAN STATES,
5. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Advertising personalised medical devices,
5. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,eCTD AU module 1 and regional information,
5. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Special Access Scheme (SAS) online system guidance,
5. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Authorised Prescriber Scheme online system guidance,
5. February 2024,"Health Sciences Authority (HSA), Singapore",Updates,reclassified medicines,
5. February 2024,International Medical Device Regulators Forum,Consultation,SaMD: Considerations for Device and Risk Characterization,
5. February 2024,Swissmedic,Guidance,Product information for human medicinal products,
5. February 2024,Swissmedic,Guidance,Variations and extensions HAM,
5. February 2024,USA Food & Drug Administration FDA,Final Rule,Quality Management System Regulation QMSR,
5. February 2024,USA Food & Drug Administration FDA,Guidance,Collection of Race and Ethnicity Data in Clinical Trials,
5. February 2024,USA Food & Drug Administration FDA,Guidance,Human Gene Therapy Products Incorporating Genome Editing,
5. February 2024,USA Food & Drug Administration FDA,Guidance,Development of Chimeric Antigen Receptor (CAR) T Cell Products,
5. February 2024,USA Food & Drug Administration FDA,Guidance,Postmarketing Safety Surveillance of Drug and Biological Products,
5. February 2024,USA Food & Drug Administration FDA,News,Reclassification Process for Most High Risk IVDs,
5. February 2024,World Health Organisation WHO,Report,Imagining futures of 3D bioprinting,
29. January 2024,European Commission,News,Proposal to extend transition periods for certain IVDs,
29. January 2024,European Medicines Agency,Guidance,Major update of the SME user guide,
29. January 2024,European Medicines Agency,Guidance,The clinical evaluation of anticancer medicinal products,
29. January 2024,European Medicines Agency,Report,Veterinary medicines: Highlights of 2023,
29. January 2024,European Medicines Agency,Meeting highlights,Committee for Medicinal Products for Human UseÂ (CHMP),
29. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Annual Reports,
29. January 2024,International Society for Pharmaceutical Engineering (ISPE),Guidance,Recombinant AAV Comparability & Lifecycle Management,
29. January 2024,International Society for Pharmaceutical Engineering (ISPE),Guidance,Allogeneic Cell Therapy,
29. January 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies,
29. January 2024,Global Fund,Guidance,Q&A Quality Assurance Policy for Pharmaceutical Products and  Medical Devices (including IVDand Core Personal Protective Equipment,
29. January 2024,International Accreditation Forum (IAF),Guidance,(IAF MDN) Including Medical Device Risk Classifications,
29. January 2024,Organisation for Economic Co-operation and Development,Publication,Collective action for responsible AI in health,
29. January 2024,USA Food & Drug Administration FDA,SOPP 8101.1,Regulatory Meetings for Drugs and Biological Products,
29. January 2024,USA Food & Drug Administration FDA,Guidance,Characterization of Metallic Coatings and/or Calcium Phosphate Coatings on Orthopedic Devices,
29. January 2024,USA Food & Drug Administration FDA,Guidance,Conducting Remote Regulatory Assessments Q&A,
29. January 2024,USA Food & Drug Administration FDA,Guidance,Revising ANDA Labeling Following Revision of the RLD Labeling Guidance for Industry: Guidance for Industry,
29. January 2024,USA Food & Drug Administration FDA,Guidance,ANDA Submissions â€“ Amendments and Requests for Final Approval to Tentatively Approved ANDAs: Guidance for Industry,
29. January 2024,USA Food & Drug Administration FDA,Guidance,CVM GFI #286 (VICH GL60) - Good Manufacturing Practice for Active Pharmaceutical Ingredients Used in Veterinary Medicinal Products,
29. January 2024,USA Food & Drug Administration FDA,Best Practices,Postmarketing Safety Surveillance of Human Drug and Biological Products; Final Document; Availability,
29. January 2024,USA Food & Drug Administration FDA,Update,ASCA-Accredited Testing Laboratories,
29. January 2024,USA Food & Drug Administration FDA,News,FDA's ISTAND Pilot Program accepts submission of first artificial intelligence-based and digital health technology for neuroscience,
29. January 2024,USA Food & Drug Administration FDA,Website,For Healthcare Professionals | FDAâ€™s Examples of Drugs that Interact with CYP Enzymes and Transporter Systems,
22. January 2024,European Commission,Plan,Joint implementation and preparedness plan for Regulation (EU) 2017/746 on in vitro diagnostic medical devices (IVDR),
22. January 2024,European Commission,Data Act,Harmonised rules on fair access to and use of data ,
22. January 2024,European Commission,Guidance,Overview of language requirements for manufacturers of medical devices,
22. January 2024,European Medicines Agency,Report,Human medicines: highlights of 2023,
22. January 2024,European Medicines Agency,Report,Big Data Steering Group (BDSG): 2023 report,
22. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,"Reclassification of medical devices in direct contact with the heart, central circulatory and central nervous systems",
22. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Reclassification of medical devices that administer medicines or biologicals by inhalation,
22. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Reclassification of medical devices that are substances to be introduced into the body or applied to and absorbed by the skin,
22. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Reclassification of spinal implantable medical devices,
22. January 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Reclassification of active medical devices with a diagnostic function,
22. January 2024,Egyptian Drug Authority,Guidance,Registration of Human Pharmaceutical Products,
22. January 2024,Egyptian Drug Authority,Draft Guidance,Examination of human use product files,
22. January 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Notify the MHRA about a clinical investigation for a medical device,
22. January 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies,
